Date,KO,MSFT,PCLN,PEP
2017-07-03,44.406654,67.808723,1843.130005,114.637779
2017-07-05,44.466183,68.713905,1866.01001,114.498756
2017-07-06,44.0495,68.206604,1872.300049,114.329933
2017-07-07,44.039577,69.091888,1918.5,114.707298
2017-07-10,44.029659,69.609138,1921.819946,113.475906
2017-07-11,43.980053,69.61908,1929.150024,112.949593
2017-07-12,44.15863,70.772934,1946.180054,113.972435
2017-07-13,44.079262,71.389641,1940.699951,113.227646
2017-07-14,44.32729,72.394295,1950.869995,114.131325
2017-07-17,44.376892,72.961273,1945.459961,114.131325
2017-07-18,44.317368,72.911537,1976.23999,114.21077
2017-07-19,44.476109,73.468567,1992.099976,114.538467
2017-07-20,44.466183,73.82666,1999.219971,114.707298
2017-07-21,44.674526,73.398941,1994.890015,115.819504
2017-07-24,44.486027,73.209946,2002.01001,115.322983
2017-07-25,44.88287,73.796822,2016.910034,115.640755
2017-07-26,45.378922,73.657562,2033.209961,116.375618
2017-07-27,45.75592,72.772285,2025.089966,116.524574
2017-07-28,45.64679,72.652916,2024.060059,115.799652
2017-07-31,45.47813,72.314713,2028.5,115.799652
2017-08-01,45.339237,72.195358,2024.589966,115.114441
2017-08-02,45.230106,71.877052,2021.369995,114.806595
2017-08-03,45.309471,71.767632,2027.97998,115.491806
2017-08-04,45.140816,72.294823,2032.77002,115.561317
2017-08-07,45.279709,72.016312,2042.640015,116.147217
2017-08-08,45.240025,72.404243,2049.0,115.898956
2017-08-09,45.230106,72.085938,1906.800049,115.819504
2017-08-10,45.378922,71.031555,1849.619995,115.571243
2017-08-11,45.230106,72.115776,1854.170044,115.700348
2017-08-14,45.438446,73.199997,1873.949951,117.021095
2017-08-15,45.825367,73.220001,1860.839966,118.14325
2017-08-16,45.835289,73.650002,1855.719971,118.272346
2017-08-17,45.497974,72.400002,1812.969971,117.567276
2017-08-18,45.309471,72.489998,1810.0,116.782768
2017-08-21,45.319397,72.150002,1801.540039,117.438187
2017-08-22,45.240025,73.160004,1818.199951,117.10054
2017-08-23,45.1805,72.720001,1813.02002,116.474922
2017-08-24,45.051525,72.690002,1815.51001,115.412361
2017-08-25,45.210262,72.82,1793.47998,115.04493
2017-08-28,45.061447,72.830002,1789.910034,114.737083
2017-08-29,45.091209,73.050003,1807.060059,115.034996
2017-08-30,45.031685,74.010002,1813.0,115.150002
2017-08-31,45.190422,74.769997,1852.079956,115.730003
2017-09-01,45.418606,73.940002,1850.819946,115.839996
2017-09-05,45.557499,73.610001,1842.890015,115.870003
2017-09-06,45.597183,73.400002,1842.449951,116.349998
2017-09-07,45.914658,74.339996,1845.369995,116.989998
2017-09-08,45.934498,73.980003,1838.569946,115.040001
2017-09-11,46.152763,74.760002,1868.859985,115.690002
2017-09-12,46.351185,74.68,1868.640015,115.0
2017-09-13,46.5,75.209999,1871.170044,114.449997
2017-09-14,46.110001,74.769997,1845.290039,114.190002
2017-09-15,46.18,75.309998,1843.199951,114.849998
2017-09-18,46.110001,75.160004,1854.180054,114.989998
2017-09-19,45.98,75.440002,1859.780029,114.489998
