Date,KO,MSFT,PCLN,PEP
2017-10-02,44.799999,74.610001,1857.469971,109.120003
2017-10-03,45.189999,74.260002,1867.650024,109.129997
2017-10-04,45.5,74.690002,1888.699951,109.339996
2017-10-05,45.52,75.970001,1909.609985,110.449997
2017-10-06,45.490002,76.0,1918.0,110.400002
2017-10-09,45.41,76.290001,1926.930054,110.010002
2017-10-10,45.869999,76.290001,1916.650024,110.779999
2017-10-11,46.099998,76.419998,1920.199951,111.510002
2017-10-12,46.110001,77.120003,1918.949951,112.449997
2017-10-13,46.18,77.489998,1929.060059,112.620003
2017-10-16,46.619999,77.650002,1935.550049,113.57
2017-10-17,46.52,77.589996,1934.530029,112.190002
2017-10-18,46.424999,77.6632,1959.0,112.160004
